Episode: 0, step: 9, Pop: 7/5, Epsilon: 1.00, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: -1.93, Median Reward: 0.25, Std Reward: -96.50
Episode: 11, step: 9, Pop: 5/5, Epsilon: 0.95, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: -1.10, Median Reward: 0.45, Std Reward: -55.10
Episode: 12, step: 9, Pop: 8/5, Epsilon: 0.95, Mean Loss: 0.87, Median Loss: 0.87, Std Loss: 0.87, Mean Reward: -2.42, Median Reward: 0.95, Std Reward: -121.00
Episode: 13, step: 9, Pop: 8/5, Epsilon: 0.94, Mean Loss: 0.98, Median Loss: 0.98, Std Loss: 0.98, Mean Reward: -1.54, Median Reward: 0.95, Std Reward: -77.00
Episode: 14, step: 9, Pop: 6/5, Epsilon: 0.94, Mean Loss: 1.00, Median Loss: 1.00, Std Loss: 1.00, Mean Reward: -1.33, Median Reward: 0.70, Std Reward: -66.40
Episode: 15, step: 9, Pop: 7/5, Epsilon: 0.93, Mean Loss: 0.81, Median Loss: 0.81, Std Loss: 0.81, Mean Reward: -2.41, Median Reward: 0.35, Std Reward: -120.50
Episode: 16, step: 9, Pop: 8/5, Epsilon: 0.93, Mean Loss: 0.90, Median Loss: 0.90, Std Loss: 0.90, Mean Reward: -0.44, Median Reward: 0.95, Std Reward: -22.00
Episode: 17, step: 9, Pop: 4/5, Epsilon: 0.93, Mean Loss: 1.07, Median Loss: 1.07, Std Loss: 1.07, Mean Reward: -0.13, Median Reward: 0.45, Std Reward: -6.50
Episode: 18, step: 9, Pop: 8/5, Epsilon: 0.92, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: -1.42, Median Reward: 0.70, Std Reward: -71.20
Episode: 19, step: 9, Pop: 8/5, Epsilon: 0.92, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: -2.10, Median Reward: 0.70, Std Reward: -105.00
Episode: 20, step: 9, Pop: 9/5, Epsilon: 0.92, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: -2.94, Median Reward: 0.70, Std Reward: -147.00
Episode: 21, step: 9, Pop: 5/5, Epsilon: 0.91, Mean Loss: 1.20, Median Loss: 1.20, Std Loss: 1.20, Mean Reward: -1.83, Median Reward: -0.05, Std Reward: -91.60
Episode: 22, step: 9, Pop: 7/5, Epsilon: 0.91, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: -0.74, Median Reward: 0.95, Std Reward: -37.00
Episode: 23, step: 9, Pop: 6/5, Epsilon: 0.90, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 0.66, Median Reward: 0.95, Std Reward: 33.00
Episode: 24, step: 9, Pop: 7/5, Epsilon: 0.90, Mean Loss: 1.15, Median Loss: 1.15, Std Loss: 1.15, Mean Reward: -2.31, Median Reward: 0.45, Std Reward: -115.70
Episode: 25, step: 9, Pop: 8/5, Epsilon: 0.90, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: -2.03, Median Reward: 0.00, Std Reward: -101.70
Episode: 26, step: 9, Pop: 7/5, Epsilon: 0.89, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: -1.57, Median Reward: 0.95, Std Reward: -78.70
Episode: 27, step: 9, Pop: 8/5, Epsilon: 0.89, Mean Loss: 0.82, Median Loss: 0.82, Std Loss: 0.82, Mean Reward: -0.85, Median Reward: 0.95, Std Reward: -42.50
Episode: 28, step: 9, Pop: 5/5, Epsilon: 0.88, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: -0.89, Median Reward: 0.20, Std Reward: -44.50
Episode: 29, step: 9, Pop: 8/5, Epsilon: 0.88, Mean Loss: 0.86, Median Loss: 0.86, Std Loss: 0.86, Mean Reward: -0.56, Median Reward: 0.95, Std Reward: -28.00
Episode: 30, step: 9, Pop: 8/5, Epsilon: 0.88, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: -0.72, Median Reward: 0.95, Std Reward: -35.90
Episode: 31, step: 9, Pop: 8/5, Epsilon: 0.87, Mean Loss: 0.90, Median Loss: 0.90, Std Loss: 0.90, Mean Reward: -1.62, Median Reward: 0.45, Std Reward: -81.20
Episode: 32, step: 9, Pop: 4/5, Epsilon: 0.87, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: 1.99, Median Reward: 0.95, Std Reward: 99.50
Episode: 33, step: 9, Pop: 5/5, Epsilon: 0.87, Mean Loss: 0.66, Median Loss: 0.66, Std Loss: 0.66, Mean Reward: -0.14, Median Reward: 0.95, Std Reward: -7.00
Episode: 34, step: 9, Pop: 9/5, Epsilon: 0.86, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: -2.11, Median Reward: 0.95, Std Reward: -105.50
Episode: 35, step: 9, Pop: 7/5, Epsilon: 0.86, Mean Loss: 0.83, Median Loss: 0.83, Std Loss: 0.83, Mean Reward: -0.50, Median Reward: 0.95, Std Reward: -24.90
Episode: 36, step: 9, Pop: 4/5, Epsilon: 0.86, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 0.91, Median Reward: 0.95, Std Reward: 45.60
Episode: 37, step: 9, Pop: 7/5, Epsilon: 0.85, Mean Loss: 1.08, Median Loss: 1.08, Std Loss: 1.08, Mean Reward: -2.51, Median Reward: -4.05, Std Reward: -125.70
Episode: 38, step: 9, Pop: 10/5, Epsilon: 0.85, Mean Loss: 1.08, Median Loss: 1.08, Std Loss: 1.08, Mean Reward: -3.25, Median Reward: 0.45, Std Reward: -162.50
Episode: 39, step: 9, Pop: 6/5, Epsilon: 0.84, Mean Loss: 0.55, Median Loss: 0.55, Std Loss: 0.55, Mean Reward: -1.29, Median Reward: -0.05, Std Reward: -64.60
Episode: 40, step: 9, Pop: 8/5, Epsilon: 0.84, Mean Loss: 0.82, Median Loss: 0.82, Std Loss: 0.82, Mean Reward: -1.61, Median Reward: 0.95, Std Reward: -80.50
Episode: 41, step: 9, Pop: 9/5, Epsilon: 0.84, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: -2.75, Median Reward: 0.45, Std Reward: -137.50
Episode: 42, step: 9, Pop: 9/5, Epsilon: 0.83, Mean Loss: 0.83, Median Loss: 0.83, Std Loss: 0.83, Mean Reward: -2.94, Median Reward: 0.00, Std Reward: -146.80
Episode: 43, step: 9, Pop: 6/5, Epsilon: 0.83, Mean Loss: 0.53, Median Loss: 0.53, Std Loss: 0.53, Mean Reward: -0.63, Median Reward: 0.45, Std Reward: -31.70
Episode: 44, step: 9, Pop: 9/5, Epsilon: 0.83, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: -1.97, Median Reward: 0.95, Std Reward: -98.50
Episode: 45, step: 9, Pop: 8/5, Epsilon: 0.82, Mean Loss: 0.94, Median Loss: 0.94, Std Loss: 0.94, Mean Reward: -2.25, Median Reward: 0.95, Std Reward: -112.50
Episode: 46, step: 9, Pop: 8/5, Epsilon: 0.82, Mean Loss: 1.01, Median Loss: 1.01, Std Loss: 1.01, Mean Reward: -0.90, Median Reward: 0.95, Std Reward: -44.90
Episode: 47, step: 9, Pop: 8/5, Epsilon: 0.82, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: -1.50, Median Reward: 0.95, Std Reward: -75.00
Episode: 48, step: 9, Pop: 8/5, Epsilon: 0.81, Mean Loss: 0.83, Median Loss: 0.83, Std Loss: 0.83, Mean Reward: -2.89, Median Reward: -0.05, Std Reward: -144.50
Episode: 49, step: 9, Pop: 7/5, Epsilon: 0.81, Mean Loss: 0.92, Median Loss: 0.92, Std Loss: 0.92, Mean Reward: -0.40, Median Reward: 0.95, Std Reward: -20.00
Episode: 50, step: 9, Pop: 7/5, Epsilon: 0.81, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: -1.42, Median Reward: 0.70, Std Reward: -71.00
Episode: 51, step: 9, Pop: 7/5, Epsilon: 0.80, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: -0.82, Median Reward: 0.95, Std Reward: -41.00
Episode: 52, step: 9, Pop: 5/5, Epsilon: 0.80, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: -0.55, Median Reward: 0.95, Std Reward: -27.50
Episode: 53, step: 9, Pop: 8/5, Epsilon: 0.80, Mean Loss: 1.04, Median Loss: 1.04, Std Loss: 1.04, Mean Reward: -2.49, Median Reward: 0.70, Std Reward: -124.60
Episode: 54, step: 9, Pop: 4/5, Epsilon: 0.79, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: 1.61, Median Reward: 0.95, Std Reward: 80.50
Episode: 55, step: 9, Pop: 6/5, Epsilon: 0.79, Mean Loss: 0.66, Median Loss: 0.66, Std Loss: 0.66, Mean Reward: -0.37, Median Reward: 0.95, Std Reward: -18.40
Episode: 56, step: 9, Pop: 7/5, Epsilon: 0.78, Mean Loss: 0.83, Median Loss: 0.83, Std Loss: 0.83, Mean Reward: -0.78, Median Reward: 0.95, Std Reward: -39.00
Episode: 57, step: 9, Pop: 4/5, Epsilon: 0.78, Mean Loss: 1.01, Median Loss: 1.01, Std Loss: 1.01, Mean Reward: -0.37, Median Reward: 0.70, Std Reward: -18.50
Episode: 58, step: 9, Pop: 6/5, Epsilon: 0.78, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: -0.47, Median Reward: 0.95, Std Reward: -23.50
Episode: 59, step: 9, Pop: 7/5, Epsilon: 0.78, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: -1.02, Median Reward: 0.45, Std Reward: -51.10
Episode: 60, step: 9, Pop: 4/5, Epsilon: 0.77, Mean Loss: 0.49, Median Loss: 0.49, Std Loss: 0.49, Mean Reward: -0.00, Median Reward: 0.45, Std Reward: -0.20
Episode: 61, step: 9, Pop: 8/5, Epsilon: 0.77, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: -1.00, Median Reward: 0.95, Std Reward: -50.00
Episode: 62, step: 9, Pop: 8/5, Epsilon: 0.77, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: -1.23, Median Reward: 0.45, Std Reward: -61.70
Episode: 63, step: 9, Pop: 8/5, Epsilon: 0.76, Mean Loss: 0.82, Median Loss: 0.82, Std Loss: 0.82, Mean Reward: -3.28, Median Reward: -8.05, Std Reward: -163.90
Episode: 64, step: 9, Pop: 8/5, Epsilon: 0.76, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: -0.38, Median Reward: 1.45, Std Reward: -19.00
Episode: 65, step: 9, Pop: 6/5, Epsilon: 0.75, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: 0.30, Median Reward: 1.95, Std Reward: 15.00
Episode: 66, step: 9, Pop: 4/5, Epsilon: 0.75, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: 0.86, Median Reward: 0.95, Std Reward: 43.00
Episode: 67, step: 9, Pop: 9/5, Epsilon: 0.75, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: -1.00, Median Reward: 0.95, Std Reward: -50.00
Episode: 68, step: 9, Pop: 5/5, Epsilon: 0.75, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: 0.45, Median Reward: 0.95, Std Reward: 22.50
Episode: 69, step: 9, Pop: 9/5, Epsilon: 0.74, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: -0.57, Median Reward: 0.95, Std Reward: -28.50
Episode: 70, step: 9, Pop: 7/5, Epsilon: 0.74, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: -1.95, Median Reward: 0.45, Std Reward: -97.50
Episode: 71, step: 9, Pop: 5/5, Epsilon: 0.74, Mean Loss: 0.46, Median Loss: 0.46, Std Loss: 0.46, Mean Reward: 0.11, Median Reward: 0.95, Std Reward: 5.50
Episode: 72, step: 9, Pop: 4/5, Epsilon: 0.73, Mean Loss: 0.63, Median Loss: 0.63, Std Loss: 0.63, Mean Reward: 0.71, Median Reward: 0.70, Std Reward: 35.30
Episode: 73, step: 9, Pop: 7/5, Epsilon: 0.73, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: 0.19, Median Reward: 0.95, Std Reward: 9.60
Episode: 74, step: 9, Pop: 8/5, Epsilon: 0.73, Mean Loss: 0.53, Median Loss: 0.53, Std Loss: 0.53, Mean Reward: -2.23, Median Reward: 0.95, Std Reward: -111.50
Episode: 75, step: 9, Pop: 6/5, Epsilon: 0.72, Mean Loss: 0.98, Median Loss: 0.98, Std Loss: 0.98, Mean Reward: -0.63, Median Reward: 0.95, Std Reward: -31.50
Episode: 76, step: 9, Pop: 6/5, Epsilon: 0.72, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 0.72, Median Reward: 0.95, Std Reward: 36.00
Episode: 77, step: 9, Pop: 8/5, Epsilon: 0.72, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: -1.09, Median Reward: 0.95, Std Reward: -54.40
Episode: 78, step: 9, Pop: 9/5, Epsilon: 0.71, Mean Loss: 1.06, Median Loss: 1.06, Std Loss: 1.06, Mean Reward: -2.73, Median Reward: 0.45, Std Reward: -136.70
Episode: 79, step: 9, Pop: 8/5, Epsilon: 0.71, Mean Loss: 1.02, Median Loss: 1.02, Std Loss: 1.02, Mean Reward: -2.05, Median Reward: 0.45, Std Reward: -102.50
Episode: 80, step: 9, Pop: 8/5, Epsilon: 0.71, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: -0.30, Median Reward: 0.95, Std Reward: -14.90
Episode: 81, step: 9, Pop: 5/5, Epsilon: 0.71, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: 0.51, Median Reward: 0.95, Std Reward: 25.60
Episode: 82, step: 9, Pop: 7/5, Epsilon: 0.70, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: -1.24, Median Reward: 0.45, Std Reward: -62.00
Episode: 83, step: 9, Pop: 9/5, Epsilon: 0.70, Mean Loss: 0.91, Median Loss: 0.91, Std Loss: 0.91, Mean Reward: -2.99, Median Reward: 0.45, Std Reward: -149.50
Episode: 84, step: 9, Pop: 7/5, Epsilon: 0.70, Mean Loss: 0.51, Median Loss: 0.51, Std Loss: 0.51, Mean Reward: -0.87, Median Reward: 0.45, Std Reward: -43.40
Episode: 85, step: 9, Pop: 8/5, Epsilon: 0.69, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: -1.72, Median Reward: 0.20, Std Reward: -85.90
Episode: 86, step: 9, Pop: 8/5, Epsilon: 0.69, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: -3.51, Median Reward: -4.05, Std Reward: -175.70
Episode: 87, step: 9, Pop: 8/5, Epsilon: 0.69, Mean Loss: 0.99, Median Loss: 0.99, Std Loss: 0.99, Mean Reward: -2.12, Median Reward: 0.95, Std Reward: -106.00
Episode: 88, step: 9, Pop: 7/5, Epsilon: 0.68, Mean Loss: 0.95, Median Loss: 0.95, Std Loss: 0.95, Mean Reward: -1.44, Median Reward: 0.70, Std Reward: -71.90
Episode: 89, step: 9, Pop: 9/5, Epsilon: 0.68, Mean Loss: 0.84, Median Loss: 0.84, Std Loss: 0.84, Mean Reward: -3.66, Median Reward: -0.05, Std Reward: -183.00
Episode: 90, step: 9, Pop: 8/5, Epsilon: 0.68, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: -0.41, Median Reward: 0.95, Std Reward: -20.50
Episode: 91, step: 9, Pop: 6/5, Epsilon: 0.68, Mean Loss: 0.83, Median Loss: 0.83, Std Loss: 0.83, Mean Reward: -1.62, Median Reward: 0.45, Std Reward: -80.90
Episode: 92, step: 9, Pop: 6/5, Epsilon: 0.67, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 0.30, Median Reward: 0.95, Std Reward: 15.10
Episode: 93, step: 9, Pop: 6/5, Epsilon: 0.67, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 0.36, Median Reward: 0.95, Std Reward: 18.20
Episode: 94, step: 9, Pop: 9/5, Epsilon: 0.67, Mean Loss: 0.97, Median Loss: 0.97, Std Loss: 0.97, Mean Reward: -2.38, Median Reward: 0.95, Std Reward: -119.00
Episode: 95, step: 9, Pop: 8/5, Epsilon: 0.66, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: -1.23, Median Reward: 0.95, Std Reward: -61.50
Episode: 96, step: 9, Pop: 7/5, Epsilon: 0.66, Mean Loss: 0.87, Median Loss: 0.87, Std Loss: 0.87, Mean Reward: 0.52, Median Reward: 0.95, Std Reward: 26.00
Episode: 97, step: 9, Pop: 8/5, Epsilon: 0.66, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: -1.45, Median Reward: 0.95, Std Reward: -72.60
Episode: 98, step: 9, Pop: 6/5, Epsilon: 0.65, Mean Loss: 0.93, Median Loss: 0.93, Std Loss: 0.93, Mean Reward: 1.77, Median Reward: 0.95, Std Reward: 88.50
Episode: 99, step: 9, Pop: 5/5, Epsilon: 0.65, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 0.54, Median Reward: 0.70, Std Reward: 27.00
Episode: 100, step: 9, Pop: 7/5, Epsilon: 0.65, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: -1.03, Median Reward: 0.45, Std Reward: -51.40
Episode: 101, step: 9, Pop: 5/5, Epsilon: 0.65, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: -1.29, Median Reward: 0.95, Std Reward: -64.50
Episode: 102, step: 9, Pop: 8/5, Epsilon: 0.64, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: -2.50, Median Reward: 0.25, Std Reward: -125.00
Episode: 103, step: 9, Pop: 9/5, Epsilon: 0.64, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: -0.80, Median Reward: 0.95, Std Reward: -40.00
Episode: 104, step: 9, Pop: 9/5, Epsilon: 0.64, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: -2.61, Median Reward: 0.45, Std Reward: -130.60
Episode: 105, step: 9, Pop: 8/5, Epsilon: 0.64, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: -1.11, Median Reward: 0.95, Std Reward: -55.40
Episode: 106, step: 9, Pop: 9/5, Epsilon: 0.63, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: -3.41, Median Reward: 0.45, Std Reward: -170.50
Episode: 107, step: 9, Pop: 7/5, Epsilon: 0.63, Mean Loss: 0.87, Median Loss: 0.87, Std Loss: 0.87, Mean Reward: -0.59, Median Reward: 0.95, Std Reward: -29.50
Episode: 108, step: 9, Pop: 5/5, Epsilon: 0.63, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 0.14, Median Reward: 0.45, Std Reward: 7.10
Episode: 109, step: 9, Pop: 7/5, Epsilon: 0.63, Mean Loss: 0.79, Median Loss: 0.79, Std Loss: 0.79, Mean Reward: -1.22, Median Reward: 0.45, Std Reward: -61.10
Episode: 110, step: 9, Pop: 3/5, Epsilon: 0.62, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: 2.42, Median Reward: 1.95, Std Reward: 121.00
Episode: 111, step: 9, Pop: 7/5, Epsilon: 0.62, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 0.73, Median Reward: 0.95, Std Reward: 36.50
Episode: 112, step: 9, Pop: 9/5, Epsilon: 0.62, Mean Loss: 0.55, Median Loss: 0.55, Std Loss: 0.55, Mean Reward: -1.77, Median Reward: 0.95, Std Reward: -88.50
Episode: 113, step: 9, Pop: 9/5, Epsilon: 0.61, Mean Loss: 0.88, Median Loss: 0.88, Std Loss: 0.88, Mean Reward: -0.78, Median Reward: 0.45, Std Reward: -39.00
Episode: 114, step: 9, Pop: 10/5, Epsilon: 0.61, Mean Loss: 0.50, Median Loss: 0.50, Std Loss: 0.50, Mean Reward: -1.53, Median Reward: 0.95, Std Reward: -76.60
Episode: 115, step: 9, Pop: 7/5, Epsilon: 0.61, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: 0.92, Median Reward: 0.95, Std Reward: 45.90
Episode: 116, step: 9, Pop: 10/5, Epsilon: 0.61, Mean Loss: 0.48, Median Loss: 0.48, Std Loss: 0.48, Mean Reward: -1.37, Median Reward: 0.95, Std Reward: -68.50
Episode: 117, step: 9, Pop: 6/5, Epsilon: 0.61, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 0.04, Median Reward: 0.95, Std Reward: 2.00
Episode: 118, step: 9, Pop: 8/5, Epsilon: 0.60, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: -1.37, Median Reward: 0.70, Std Reward: -68.50
Episode: 119, step: 9, Pop: 6/5, Epsilon: 0.60, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: -0.56, Median Reward: 0.95, Std Reward: -28.00
Episode: 120, step: 9, Pop: 5/5, Epsilon: 0.60, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: -0.59, Median Reward: 0.45, Std Reward: -29.50
Episode: 121, step: 9, Pop: 8/5, Epsilon: 0.59, Mean Loss: 0.42, Median Loss: 0.42, Std Loss: 0.42, Mean Reward: -0.39, Median Reward: 0.95, Std Reward: -19.50
Episode: 122, step: 9, Pop: 7/5, Epsilon: 0.59, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 0.57, Median Reward: 0.95, Std Reward: 28.30
Episode: 123, step: 9, Pop: 8/5, Epsilon: 0.59, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: -1.11, Median Reward: 0.95, Std Reward: -55.50
Episode: 124, step: 9, Pop: 8/5, Epsilon: 0.59, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: -1.80, Median Reward: 0.70, Std Reward: -90.00
Episode: 125, step: 9, Pop: 7/5, Epsilon: 0.58, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: -0.48, Median Reward: 0.95, Std Reward: -24.00
Episode: 126, step: 9, Pop: 5/5, Epsilon: 0.58, Mean Loss: 0.46, Median Loss: 0.46, Std Loss: 0.46, Mean Reward: 1.05, Median Reward: 0.95, Std Reward: 52.40
Episode: 127, step: 9, Pop: 7/5, Epsilon: 0.58, Mean Loss: 0.45, Median Loss: 0.45, Std Loss: 0.45, Mean Reward: -0.48, Median Reward: 0.95, Std Reward: -24.20
Episode: 128, step: 9, Pop: 7/5, Epsilon: 0.58, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: 1.11, Median Reward: 0.95, Std Reward: 55.50
Episode: 129, step: 9, Pop: 8/5, Epsilon: 0.58, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: -1.72, Median Reward: -0.05, Std Reward: -86.20
Episode: 130, step: 9, Pop: 7/5, Epsilon: 0.57, Mean Loss: 0.48, Median Loss: 0.48, Std Loss: 0.48, Mean Reward: -1.08, Median Reward: 0.95, Std Reward: -54.00
Episode: 131, step: 9, Pop: 6/5, Epsilon: 0.57, Mean Loss: 0.54, Median Loss: 0.54, Std Loss: 0.54, Mean Reward: -0.00, Median Reward: 0.95, Std Reward: -0.10
Episode: 132, step: 9, Pop: 6/5, Epsilon: 0.57, Mean Loss: 0.99, Median Loss: 0.99, Std Loss: 0.99, Mean Reward: 0.04, Median Reward: 0.45, Std Reward: 2.10
Episode: 133, step: 9, Pop: 2/5, Epsilon: 0.56, Mean Loss: 0.45, Median Loss: 0.45, Std Loss: 0.45, Mean Reward: 0.59, Median Reward: 0.45, Std Reward: 29.50
Episode: 134, step: 9, Pop: 6/5, Epsilon: 0.56, Mean Loss: 0.55, Median Loss: 0.55, Std Loss: 0.55, Mean Reward: -0.65, Median Reward: 0.95, Std Reward: -32.50
Episode: 135, step: 9, Pop: 6/5, Epsilon: 0.56, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: -0.45, Median Reward: 0.45, Std Reward: -22.40
Episode: 136, step: 9, Pop: 7/5, Epsilon: 0.56, Mean Loss: 0.46, Median Loss: 0.46, Std Loss: 0.46, Mean Reward: -1.84, Median Reward: 0.70, Std Reward: -92.10
Episode: 137, step: 9, Pop: 7/5, Epsilon: 0.55, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: -0.46, Median Reward: 0.45, Std Reward: -22.90
Episode: 138, step: 9, Pop: 9/5, Epsilon: 0.55, Mean Loss: 0.45, Median Loss: 0.45, Std Loss: 0.45, Mean Reward: -0.46, Median Reward: 0.95, Std Reward: -23.00
