Index,Episode,Step,Name,Channel,Position,Is Alive
92,0,3,Prey_9,"[0, 1, 1]","(8, 0)",True
93,0,3,Predador_2,"[1, 0, 1]","(2, 13)",True
94,0,3,Prey_16,"[0, 0, 1]","(13, 4)",True
95,0,3,Predador_6,"[1, 0, 1]","(7, 10)",True
96,0,3,Predador_3,"[1, 0, 1]","(15, 11)",True
97,0,3,Predador_4,"[1, 0, 1]","(6, 1)",True
98,0,3,Prey_17,"[0, 0, 1]","(14, 2)",True
99,0,3,Prey_10,"[0, 1, 1]","(4, 5)",True
100,0,3,Predador_9,"[1, 0, 0]","(2, 19)",True
101,0,3,Prey_6,"[0, 1, 1]","(14, 8)",True
102,0,3,Prey_1,"[0, 1, 1]","(9, 14)",True
103,0,3,Predador_0,"[1, 0, 0]","(8, 18)",True
104,0,4,Predador_7,"[1, 0, 1]","(13, 17)",True
105,0,4,Prey_14,"[0, 1, 1]","(16, 14)",True
106,0,4,Predador_1,"[1, 0, 1]","(15, 10)",True
107,0,4,Prey_19,"[0, 0, 1]","(2, 1)",True
108,0,4,Prey_2,"[0, 1, 1]","(16, 16)",True
109,0,4,Prey_13,"[0, 1, 1]","(3, 2)",True
110,0,4,Prey_15,"[0, 0, 1]","(1, 5)",True
111,0,4,Predador_5,"[1, 0, 1]","(8, 5)",True
112,0,4,Prey_12,"[0, 1, 1]","(9, 7)",True
113,0,4,Prey_8,"[0, 0, 1]","(1, 6)",True
114,0,4,Predador_8,"[1, 0, 0]","(12, 18)",True
115,0,4,Prey_11,"[0, 0, 1]","(2, 2)",True
116,0,4,Prey_7,"[0, 1, 1]","(5, 12)",True
117,0,4,Prey_9,"[0, 1, 1]","(9, 1)",True
118,0,4,Predador_2,"[1, 0, 1]","(3, 12)",True
119,0,4,Prey_16,"[0, 0, 1]","(13, 3)",True
120,0,4,Predador_6,"[1, 0, 1]","(8, 9)",True
121,0,4,Predador_3,"[1, 0, 1]","(15, 11)",True
122,0,4,Predador_4,"[1, 0, 1]","(5, 0)",True
123,0,4,Prey_17,"[0, 0, 1]","(14, 3)",True
124,0,4,Prey_10,"[0, 0, 1]","(4, 4)",True
125,0,4,Predador_9,"[1, 0, 0]","(2, 19)",True
126,0,4,Prey_6,"[0, 1, 1]","(14, 7)",True
127,0,4,Prey_1,"[0, 1, 1]","(9, 13)",True
128,0,4,Predador_0,"[1, 0, 0]","(9, 19)",True
129,0,5,Predador_7,"[1, 0, 1]","(14, 18)",True
130,0,5,Prey_14,"[0, 1, 1]","(16, 15)",True
131,0,5,Predador_1,"[1, 0, 1]","(15, 10)",True
132,0,5,Prey_19,"[0, 0, 1]","(1, 2)",True
133,0,5,Prey_2,"[0, 1, 1]","(15, 15)",True
134,0,5,Prey_13,"[0, 1, 1]","(4, 3)",True
135,0,5,Prey_15,"[0, 1, 1]","(2, 6)",True
136,0,5,Predador_5,"[1, 0, 1]","(9, 6)",True
137,0,5,Prey_12,"[0, 1, 1]","(10, 8)",True
138,0,5,Prey_8,"[0, 1, 1]","(2, 7)",True
139,0,5,Predador_8,"[1, 0, 0]","(13, 19)",True
140,0,5,Prey_11,"[0, 1, 1]","(3, 3)",True
141,0,5,Prey_7,"[0, 1, 1]","(6, 12)",True
142,0,5,Prey_9,"[0, 0, 1]","(9, 2)",True
143,0,5,Predador_2,"[1, 0, 1]","(4, 12)",True
144,0,5,Prey_16,"[0, 0, 1]","(13, 4)",True
145,0,5,Predador_6,"[1, 0, 1]","(9, 8)",True
146,0,5,Predador_3,"[1, 0, 1]","(15, 11)",True
147,0,5,Predador_4,"[1, 0, 1]","(6, 1)",True
148,0,5,Prey_17,"[0, 0, 1]","(14, 2)",True
149,0,5,Prey_10,"[0, 1, 1]","(3, 4)",True
150,0,5,Predador_9,"[1, 0, 0]","(2, 19)",True
151,0,5,Prey_6,"[0, 0, 1]","(14, 6)",True
152,0,5,Prey_1,"[0, 0, 1]","(9, 12)",True
153,0,5,Predador_0,"[1, 0, 0]","(8, 18)",True
154,0,6,Predador_7,"[1, 0, 0]","(15, 19)",True
155,0,6,Prey_14,"[0, 1, 1]","(16, 14)",True
156,0,6,Predador_1,"[1, 0, 1]","(15, 9)",True
157,0,6,Prey_19,"[0, 0, 1]","(2, 3)",True
158,0,6,Prey_2,"[0, 1, 1]","(15, 14)",True
159,0,6,Prey_13,"[0, 1, 1]","(4, 2)",True
160,0,6,Prey_15,"[0, 1, 1]","(2, 5)",True
161,0,6,Predador_5,"[1, 0, 1]","(8, 6)",True
162,0,6,Prey_12,"[0, 1, 1]","(11, 7)",True
163,0,6,Prey_8,"[0, 1, 1]","(2, 8)",True
164,0,6,Predador_8,"[1, 0, 0]","(13, 18)",True
165,0,6,Prey_11,"[0, 1, 1]","(3, 2)",True
166,0,6,Prey_7,"[0, 1, 1]","(6, 11)",True
167,0,6,Prey_9,"[0, 1, 1]","(9, 1)",True
168,0,6,Predador_2,"[1, 0, 1]","(5, 13)",True
169,0,6,Prey_16,"[0, 0, 1]","(13, 3)",True
170,0,6,Predador_6,"[1, 0, 1]","(8, 7)",True
171,0,6,Predador_3,"[1, 0, 1]","(14, 10)",True
172,0,6,Predador_4,"[1, 0, 1]","(7, 0)",True
173,0,6,Prey_17,"[0, 0, 1]","(14, 3)",True
174,0,6,Prey_10,"[0, 1, 1]","(3, 5)",True
175,0,6,Predador_9,"[1, 0, 0]","(2, 19)",True
176,0,6,Prey_6,"[0, 0, 1]","(14, 5)",True
177,0,6,Prey_1,"[0, 1, 1]","(9, 11)",True
178,0,6,Predador_0,"[1, 0, 0]","(7, 17)",True
179,0,7,Predador_7,"[1, 0, 0]","(14, 18)",True
180,0,7,Prey_14,"[0, 1, 1]","(16, 15)",True
181,0,7,Predador_1,"[1, 0, 0]","(15, 9)",True
182,0,7,Prey_19,"[0, 0, 1]","(2, 2)",True
183,0,7,Prey_2,"[0, 1, 1]","(15, 15)",True
184,0,7,Prey_13,"[0, 1, 1]","(5, 3)",True
185,0,7,Prey_15,"[0, 0, 1]","(2, 4)",True
186,0,7,Predador_5,"[1, 0, 1]","(8, 6)",True
187,0,7,Prey_12,"[0, 1, 1]","(12, 7)",True
188,0,7,Prey_8,"[0, 1, 1]","(2, 7)",True
189,0,7,Predador_8,"[1, 0, 0]","(14, 19)",True
190,0,7,Prey_11,"[0, 0, 1]","(2, 3)",True
191,0,7,Prey_7,"[0, 1, 1]","(6, 10)",True
192,0,7,Prey_9,"[0, 1, 1]","(9, 2)",True
193,0,7,Predador_2,"[1, 0, 1]","(6, 13)",True
194,0,7,Prey_16,"[0, 0, 1]","(12, 4)",True
195,0,7,Predador_6,"[1, 0, 1]","(8, 7)",True
196,0,7,Predador_3,"[1, 0, 1]","(13, 9)",True
197,0,7,Predador_4,"[1, 0, 1]","(8, 1)",True
198,0,7,Prey_17,"[0, 0, 1]","(14, 2)",True
199,0,7,Prey_10,"[0, 0, 1]","(3, 4)",True
200,0,7,Predador_9,"[1, 0, 0]","(2, 19)",True
201,0,7,Prey_6,"[0, 1, 1]","(14, 6)",True
202,0,7,Prey_1,"[0, 1, 1]","(9, 12)",True
203,0,7,Predador_0,"[1, 0, 0]","(6, 16)",True
204,0,8,Predador_7,"[1, 0, 1]","(13, 17)",True
205,0,8,Prey_14,"[0, 1, 1]","(16, 14)",True
206,0,8,Predador_1,"[1, 0, 1]","(14, 8)",True
207,0,8,Prey_19,"[0, 0, 1]","(2, 1)",True
208,0,8,Prey_2,"[0, 1, 1]","(15, 14)",True
209,0,8,Prey_13,"[0, 1, 1]","(5, 4)",True
210,0,8,Prey_15,"[0, 0, 1]","(2, 4)",True
211,0,8,Predador_5,"[1, 0, 1]","(8, 6)",True
212,0,8,Prey_12,"[0, 1, 1]","(12, 6)",True
213,0,8,Prey_8,"[0, 1, 1]","(2, 6)",True
214,0,8,Predador_8,"[1, 0, 0]","(14, 18)",True
215,0,8,Prey_11,"[0, 0, 1]","(2, 2)",True
216,0,8,Prey_7,"[0, 1, 1]","(6, 11)",True
217,0,8,Prey_9,"[0, 1, 1]","(9, 3)",True
218,0,8,Predador_2,"[1, 0, 1]","(5, 12)",True
219,0,8,Prey_16,"[0, 1, 1]","(12, 5)",True
220,0,8,Predador_6,"[1, 0, 1]","(8, 7)",True
221,0,8,Predador_3,"[1, 0, 1]","(13, 9)",True
222,0,8,Predador_4,"[1, 0, 1]","(9, 2)",True
223,0,8,Prey_17,"[0, 0, 1]","(15, 3)",True
224,0,8,Prey_10,"[0, 1, 1]","(3, 5)",True
225,0,8,Predador_9,"[1, 0, 1]","(2, 18)",True
226,0,8,Prey_6,"[0, 1, 1]","(14, 5)",True
227,0,8,Prey_1,"[0, 1, 1]","(9, 11)",True
228,0,8,Predador_0,"[1, 0, 1]","(5, 15)",True
229,0,9,Predador_7,"[1, 0, 1]","(12, 17)",True
230,0,9,Prey_14,"[0, 1, 1]","(16, 15)",True
231,0,9,Predador_1,"[1, 0, 1]","(14, 8)",True
232,0,9,Prey_19,"[0, 0, 1]","(3, 2)",True
233,0,9,Prey_2,"[0, 1, 1]","(15, 13)",True
234,0,9,Prey_13,"[0, 1, 1]","(5, 3)",True
235,0,9,Prey_15,"[0, 0, 1]","(2, 3)",True
236,0,9,Predador_5,"[1, 0, 1]","(8, 6)",True
237,0,9,Prey_12,"[0, 1, 1]","(11, 5)",True
238,0,9,Prey_8,"[0, 1, 1]","(2, 5)",True
239,0,9,Predador_8,"[1, 0, 0]","(13, 19)",True
240,0,9,Prey_11,"[0, 0, 1]","(3, 3)",True
241,0,9,Prey_7,"[0, 1, 1]","(6, 12)",True
242,0,9,Prey_9,"[0, 1, 1]","(9, 4)",True
243,0,9,Predador_2,"[1, 0, 1]","(6, 12)",True
244,0,9,Predador_6,"[1, 0, 1]","(8, 7)",True
245,0,9,Predador_3,"[1, 0, 1]","(13, 9)",True
246,0,9,Predador_4,"[1, 0, 1]","(10, 1)",True
247,0,9,Prey_17,"[0, 0, 1]","(15, 2)",True
248,0,9,Prey_10,"[0, 0, 1]","(3, 4)",True
249,0,9,Predador_9,"[1, 0, 1]","(3, 19)",True
250,0,9,Prey_6,"[0, 0, 1]","(14, 4)",True
251,0,9,Prey_1,"[0, 1, 1]","(9, 12)",True
252,0,9,Predador_0,"[1, 0, 1]","(4, 15)",True
253,0,10,Predador_7,"[1, 0, 1]","(11, 16)",True
254,0,10,Prey_14,"[0, 1, 1]","(16, 16)",True
255,0,10,Predador_1,"[1, 0, 1]","(14, 8)",True
256,0,10,Prey_19,"[0, 0, 1]","(2, 2)",True
257,0,10,Prey_2,"[0, 1, 1]","(15, 12)",True
258,0,10,Prey_13,"[0, 0, 1]","(5, 2)",True
259,0,10,Prey_15,"[0, 0, 1]","(1, 2)",True
260,0,10,Predador_5,"[1, 0, 1]","(9, 5)",True
261,0,10,Prey_12,"[0, 1, 1]","(11, 4)",True
262,0,10,Prey_8,"[0, 0, 1]","(2, 4)",True
263,0,10,Predador_8,"[1, 0, 1]","(13, 18)",True
264,0,10,Prey_11,"[0, 0, 1]","(3, 2)",True
265,0,10,Prey_9,"[0, 1, 1]","(9, 3)",True
266,0,10,Predador_2,"[1, 0, 1]","(7, 13)",True
267,0,10,Prey_16,"[0, 1, 1]","(12, 4)",True
268,0,10,Predador_6,"[1, 0, 1]","(9, 6)",True
269,0,10,Predador_3,"[1, 0, 1]","(13, 9)",True
270,0,10,Predador_4,"[1, 0, 1]","(11, 0)",True
271,0,10,Prey_17,"[0, 0, 1]","(15, 3)",True
272,0,10,Prey_10,"[0, 1, 1]","(3, 5)",True
273,0,10,Predador_9,"[1, 0, 1]","(3, 18)",True
274,0,10,Prey_6,"[0, 1, 1]","(14, 3)",True
275,0,10,Prey_1,"[0, 1, 1]","(9, 11)",True
276,0,10,Predador_0,"[1, 0, 0]","(3, 16)",True
277,0,11,Predador_7,"[1, 0, 1]","(12, 17)",True
278,0,11,Prey_14,"[0, 1, 1]","(16, 15)",True
279,0,11,Predador_1,"[1, 0, 0]","(14, 8)",True
280,0,11,Prey_19,"[0, 0, 1]","(3, 3)",True
281,0,11,Prey_2,"[0, 1, 1]","(14, 13)",True
282,0,11,Prey_13,"[0, 0, 1]","(5, 3)",True
283,0,11,Prey_15,"[0, 0, 1]","(2, 3)",True
284,0,11,Predador_5,"[1, 0, 1]","(10, 5)",True
285,0,11,Prey_12,"[0, 1, 1]","(11, 3)",True
286,0,11,Prey_8,"[0, 0, 1]","(1, 3)",True
287,0,11,Predador_8,"[1, 0, 1]","(13, 18)",True
288,0,11,Prey_11,"[0, 0, 1]","(2, 1)",True
289,0,11,Prey_9,"[0, 1, 1]","(9, 2)",True
290,0,11,Predador_2,"[1, 0, 1]","(8, 12)",True
291,0,11,Prey_16,"[0, 1, 1]","(12, 5)",True
292,0,11,Predador_6,"[1, 0, 1]","(9, 6)",True
293,0,11,Predador_3,"[1, 0, 1]","(12, 8)",True
294,0,11,Predador_4,"[1, 0, 1]","(12, 1)",True
295,0,11,Prey_17,"[0, 1, 1]","(15, 2)",True
296,0,11,Prey_10,"[0, 0, 1]","(3, 4)",True
297,0,11,Predador_9,"[1, 0, 0]","(4, 19)",True
298,0,11,Prey_6,"[0, 1, 1]","(14, 2)",True
299,0,11,Prey_1,"[0, 1, 1]","(10, 12)",True
300,0,11,Predador_0,"[1, 0, 1]","(2, 15)",True
301,0,12,Predador_7,"[1, 0, 1]","(12, 17)",True
302,0,12,Prey_14,"[0, 1, 1]","(16, 14)",True
303,0,12,Predador_1,"[1, 0, 1]","(13, 7)",True
304,0,12,Prey_19,"[0, 0, 1]","(3, 2)",True
305,0,12,Prey_2,"[0, 1, 1]","(13, 14)",True
306,0,12,Prey_13,"[0, 0, 1]","(5, 2)",True
307,0,12,Prey_15,"[0, 0, 1]","(2, 2)",True
308,0,12,Predador_5,"[1, 0, 1]","(10, 4)",True
309,0,12,Prey_12,"[0, 1, 1]","(11, 2)",True
310,0,12,Prey_8,"[0, 0, 1]","(2, 4)",True
311,0,12,Predador_8,"[1, 0, 0]","(13, 18)",True
312,0,12,Prey_11,"[0, 0, 1]","(2, 1)",True
313,0,12,Prey_9,"[0, 1, 1]","(8, 1)",True
314,0,12,Predador_2,"[1, 0, 1]","(8, 11)",True
315,0,12,Prey_16,"[0, 1, 1]","(13, 5)",True
316,0,12,Predador_6,"[1, 0, 1]","(9, 5)",True
317,0,12,Predador_3,"[1, 0, 1]","(12, 8)",True
318,0,12,Predador_4,"[1, 0, 1]","(13, 1)",True
319,0,12,Prey_17,"[0, 1, 1]","(16, 3)",True
320,0,12,Prey_10,"[0, 1, 1]","(3, 5)",True
321,0,12,Predador_9,"[1, 0, 1]","(3, 18)",True
322,0,12,Prey_6,"[0, 1, 1]","(14, 3)",True
323,0,12,Prey_1,"[0, 1, 1]","(10, 13)",True
324,0,12,Predador_0,"[1, 0, 1]","(3, 16)",True
325,0,13,Predador_7,"[1, 0, 1]","(11, 16)",True
326,0,13,Prey_14,"[0, 1, 1]","(16, 15)",True
327,0,13,Predador_1,"[1, 0, 1]","(13, 7)",True
328,0,13,Prey_19,"[0, 0, 1]","(4, 3)",True
329,0,13,Prey_2,"[0, 1, 1]","(12, 13)",True
330,0,13,Prey_13,"[0, 0, 1]","(5, 3)",True
331,0,13,Prey_15,"[0, 0, 1]","(2, 3)",True
332,0,13,Predador_5,"[1, 0, 1]","(10, 4)",True
333,0,13,Prey_12,"[0, 1, 1]","(10, 1)",True
334,0,13,Prey_8,"[0, 1, 1]","(2, 5)",True
335,0,13,Predador_8,"[1, 0, 0]","(12, 19)",True
336,0,13,Prey_11,"[0, 0, 1]","(2, 2)",True
337,0,13,Prey_9,"[0, 1, 1]","(7, 2)",True
338,0,13,Predador_2,"[1, 0, 1]","(9, 12)",True
339,0,13,Prey_16,"[0, 1, 1]","(13, 4)",True
340,0,13,Predador_6,"[1, 0, 1]","(9, 5)",True
341,0,13,Predador_3,"[1, 0, 0]","(12, 8)",True
342,0,13,Predador_4,"[1, 0, 1]","(13, 2)",True
343,0,13,Prey_17,"[0, 1, 1]","(16, 2)",True
344,0,13,Prey_10,"[0, 0, 1]","(3, 4)",True
345,0,13,Predador_9,"[1, 0, 1]","(3, 17)",True
346,0,13,Prey_6,"[0, 1, 1]","(14, 4)",True
347,0,13,Prey_1,"[0, 1, 1]","(10, 12)",True
348,0,13,Predador_0,"[1, 0, 0]","(4, 16)",True
349,0,14,Predador_7,"[1, 0, 1]","(10, 15)",True
350,0,14,Prey_14,"[0, 1, 1]","(16, 14)",True
351,0,14,Predador_1,"[1, 0, 1]","(13, 6)",True
352,0,14,Prey_19,"[0, 0, 1]","(4, 4)",True
353,0,14,Prey_2,"[0, 1, 1]","(13, 14)",True
354,0,14,Prey_13,"[0, 0, 1]","(5, 2)",True
355,0,14,Prey_15,"[0, 0, 1]","(2, 3)",True
356,0,14,Predador_5,"[1, 0, 1]","(10, 4)",True
357,0,14,Prey_12,"[0, 1, 1]","(10, 2)",True
358,0,14,Prey_8,"[0, 0, 1]","(2, 4)",True
359,0,14,Predador_8,"[1, 0, 0]","(11, 18)",True
360,0,14,Prey_11,"[0, 0, 1]","(3, 3)",True
361,0,14,Prey_9,"[0, 1, 1]","(7, 1)",True
362,0,14,Predador_2,"[1, 0, 1]","(10, 12)",True
363,0,14,Prey_16,"[0, 1, 1]","(13, 5)",True
364,0,14,Predador_6,"[1, 0, 1]","(9, 5)",True
365,0,14,Predador_3,"[1, 0, 1]","(13, 7)",True
366,0,14,Predador_4,"[1, 0, 1]","(12, 3)",True
367,0,14,Prey_17,"[0, 1, 1]","(16, 3)",True
368,0,14,Prey_10,"[0, 1, 1]","(3, 5)",True
369,0,14,Predador_9,"[1, 0, 1]","(2, 18)",True
370,0,14,Prey_6,"[0, 1, 1]","(14, 3)",True
371,0,14,Predador_0,"[1, 0, 1]","(3, 17)",True
372,0,15,Predador_7,"[1, 0, 1]","(11, 16)",True
373,0,15,Prey_14,"[0, 1, 1]","(16, 15)",True
374,0,15,Predador_1,"[1, 0, 1]","(13, 5)",True
375,0,15,Prey_19,"[0, 0, 1]","(4, 3)",True
376,0,15,Prey_2,"[0, 1, 1]","(14, 13)",True
377,0,15,Prey_13,"[0, 0, 1]","(5, 3)",True
378,0,15,Prey_15,"[0, 0, 1]","(2, 2)",True
379,0,15,Predador_5,"[1, 0, 1]","(10, 4)",True
380,0,15,Prey_12,"[0, 1, 1]","(9, 1)",True
381,0,15,Prey_8,"[0, 0, 1]","(2, 3)",True
382,0,15,Predador_8,"[1, 0, 1]","(10, 17)",True
383,0,15,Prey_11,"[0, 0, 1]","(3, 2)",True
384,0,15,Prey_9,"[0, 1, 1]","(7, 2)",True
385,0,15,Predador_2,"[1, 0, 1]","(11, 12)",True
386,0,15,Predador_6,"[1, 0, 1]","(9, 5)",True
387,0,15,Predador_3,"[1, 0, 1]","(13, 6)",True
388,0,15,Predador_4,"[1, 0, 1]","(11, 3)",True
389,0,15,Prey_17,"[0, 1, 1]","(16, 2)",True
390,0,15,Prey_10,"[0, 0, 1]","(3, 4)",True
391,0,15,Predador_9,"[1, 0, 1]","(2, 18)",True
392,0,15,Prey_6,"[0, 1, 1]","(14, 2)",True
393,0,15,Predador_0,"[1, 0, 1]","(3, 17)",True
394,0,16,Predador_7,"[1, 0, 1]","(11, 16)",True
395,0,16,Prey_14,"[0, 1, 1]","(16, 14)",True
396,0,16,Predador_1,"[1, 0, 1]","(13, 5)",True
397,0,16,Prey_19,"[0, 0, 1]","(4, 4)",True
398,0,16,Prey_2,"[0, 1, 1]","(13, 14)",True
399,0,16,Prey_13,"[0, 0, 1]","(5, 2)",True
400,0,16,Prey_15,"[0, 0, 1]","(3, 3)",True
401,0,16,Predador_5,"[1, 0, 1]","(10, 4)",True
402,0,16,Prey_12,"[0, 1, 1]","(8, 0)",True
403,0,16,Prey_8,"[0, 0, 1]","(2, 2)",True
404,0,16,Predador_8,"[1, 0, 1]","(10, 17)",True
405,0,16,Prey_11,"[0, 0, 1]","(3, 1)",True
406,0,16,Prey_9,"[0, 1, 1]","(8, 1)",True
407,0,16,Predador_2,"[1, 0, 1]","(12, 12)",True
408,0,16,Predador_6,"[1, 0, 1]","(9, 5)",True
409,0,16,Predador_3,"[1, 0, 1]","(13, 6)",True
410,0,16,Predador_4,"[1, 0, 1]","(11, 3)",True
411,0,16,Prey_17,"[0, 1, 1]","(16, 3)",True
412,0,16,Prey_10,"[0, 0, 1]","(2, 4)",True
413,0,16,Predador_9,"[1, 0, 1]","(2, 18)",True
414,0,16,Prey_6,"[0, 1, 1]","(14, 1)",True
415,0,16,Predador_0,"[1, 0, 1]","(3, 17)",True
416,0,17,Predador_7,"[1, 0, 1]","(11, 16)",True
417,0,17,Prey_14,"[0, 1, 1]","(16, 15)",True
418,0,17,Predador_1,"[1, 0, 1]","(13, 5)",True
419,0,17,Prey_19,"[0, 0, 1]","(4, 3)",True
420,0,17,Prey_2,"[0, 1, 1]","(14, 13)",True
421,0,17,Prey_13,"[0, 0, 1]","(5, 3)",True
422,0,17,Prey_15,"[0, 0, 1]","(3, 2)",True
423,0,17,Predador_5,"[1, 0, 1]","(10, 4)",True
424,0,17,Prey_12,"[0, 1, 1]","(9, 1)",True
425,0,17,Prey_8,"[0, 0, 1]","(3, 3)",True
426,0,17,Predador_8,"[1, 0, 1]","(10, 17)",True
427,0,17,Prey_11,"[0, 0, 1]","(2, 2)",True
428,0,17,Prey_9,"[0, 1, 1]","(7, 2)",True
429,0,17,Predador_2,"[1, 0, 1]","(13, 13)",True
430,0,17,Predador_6,"[1, 0, 1]","(9, 5)",True
431,0,17,Predador_3,"[1, 0, 1]","(13, 6)",True
432,0,17,Predador_4,"[1, 0, 1]","(11, 3)",True
433,0,17,Prey_17,"[0, 1, 1]","(16, 2)",True
434,0,17,Prey_10,"[0, 0, 1]","(2, 3)",True
